year,make,model,odometer,sellingprice,transmission,color,interior
2014,Subaru,Forester,25112,21900,automatic,silver,gray
2014,Subaru,Forester,26001,21900,automatic,white,gray
2015,Subaru,Forester,4831,21700,automatic,gold,black
2015,Subaru,Forester,9969,24000,automatic,gray,gray
2015,Subaru,Forester,25083,22000,automatic,white,gray
2014,Subaru,Impreza,25108,16500,automatic,gray,black
2014,Subaru,Impreza,23296,16400,automatic,silver,black
2014,Subaru,Impreza,22528,17600,automatic,gray,black
2013,Subaru,Legacy,40102,17600,automatic,red,gray
2013,Subaru,Legacy,21354,15100,automatic,silver,black
2013,Subaru,Forester,27146,19300,automatic,blue,gray
2013,Subaru,Outback,35122,20000,automatic,white,beige
2012,Subaru,Legacy,42265,14500,automatic,gray,black
2012,Subaru,Legacy,14593,16700,automatic,silver,black
2011,Subaru,Forester,47159,13700,automatic,gray,gray
2011,Subaru,Outback,27907,18300,automatic,red,tan
2011,Subaru,Legacy,29664,16300,automatic,gray,black
2011,Subaru,Legacy,69660,13900,automatic,black,gray
2011,Subaru,Outback,28912,20700,NA,black,beige
2011,Subaru,Impreza,57801,20750,manual,blue,black
2011,Subaru,Legacy,36174,13100,automatic,silver,black
2011,Subaru,Forester,34532,18000,automatic,red,gray
2011,Subaru,Forester,74390,10800,automatic,silver,black
2008,Subaru,Legacy,89238,8300,automatic,blue,beige
2008,Subaru,Outback,57510,10300,automatic,blue,black
2008,Subaru,Outback,165732,5700,automatic,gold,tan
2008,Subaru,Impreza,65713,8500,manual,silver,black
2007,Subaru,Legacy,127870,6100,manual,charcoal,black
2007,Subaru,Legacy,155793,3700,automatic,silver,gray
2006,Subaru,Legacy,118989,5100,automatic,blue,beige
2005,Subaru,Impreza,94352,7700,automatic,blue,gray
2005,Subaru,Outback,59711,12250,automatic,white,tan
2004,Subaru,Impreza,135295,3200,manual,silver,—
2004,Subaru,Impreza,164166,6300,manual,red,—
2003,Subaru,Outback,173445,2300,automatic,black,gray
2003,Subaru,Impreza,133835,4300,manual,silver,gray
1996,Subaru,Legacy,141301,800,manual,green,gray
1996,Subaru,Legacy,245573,400,automatic,red,beige
2015,Subaru,Forester,5391,22200,automatic,red,gray
2014,Subaru,Forester,11503,26000,automatic,white,gray
2014,Subaru,Outback,16193,21500,automatic,gray,black
2013,Subaru,Impreza,18885,10800,manual,black,gray
2012,Subaru,Impreza,20459,32500,manual,gray,black
2012,Subaru,Impreza,57084,11600,manual,blue,black
2011,Subaru,Outback,64627,17500,NA,gray,black
2011,Subaru,Impreza,45201,27800,manual,gray,black
2011,Subaru,Outback,74645,17500,automatic,gray,black
2011,Subaru,Impreza,35092,10000,manual,silver,black
2011,Subaru,Outback,93471,13600,automatic,white,beige
2010,Subaru,Forester,99313,8500,automatic,green,gray
2010,Subaru,Legacy,42340,15600,automatic,charcoal,black
2010,Subaru,Forester,34672,13600,automatic,gray,gray
2010,Subaru,Forester,39557,15300,manual,blue,gray
2009,Subaru,Legacy,88864,6500,automatic,gray,black
2009,Subaru,Impreza,103101,7900,automatic,white,beige
2008,Subaru,Impreza,56151,10900,manual,white,black
2006,Subaru,Outback,83152,7600,automatic,blue,gray
2005,Subaru,Outback,100525,5600,automatic,green,black
2005,Subaru,Outback,128533,3600,NA,white,beige
2003,Subaru,Outback,113475,5100,automatic,green,tan
2002,Subaru,Forester,129246,2600,automatic,blue,gray
2015,Subaru,Forester,12186,23750,automatic,silver,black
2012,Subaru,Outback,81581,15500,automatic,red,black
2011,Subaru,Outback,67510,15200,automatic,silver,black
2011,Subaru,Forester,40720,16200,automatic,white,gray
2011,Subaru,Impreza,31050,10900,automatic,black,black
2011,Subaru,Forester,35763,16800,automatic,silver,black
2011,Subaru,Outback,64288,15400,NA,black,beige
2011,Subaru,Outback,32753,15900,automatic,white,beige
2010,Subaru,Forester,70706,11300,NA,gray,gray
2008,Subaru,Impreza,62313,8600,manual,blue,beige
2007,Subaru,Legacy,27363,9400,automatic,silver,black
2006,Subaru,Outback,104416,7000,automatic,blue,black
2005,Subaru,Outback,192404,1500,NA,green,beige
2004,Subaru,Outback,117585,5600,automatic,green,tan
2002,Subaru,Impreza,188624,800,manual,white,black
2014,Subaru,Outback,23477,24400,automatic,gray,black
2014,Subaru,Impreza,5864,16300,manual,blue,black
2014,Subaru,Impreza,24756,16400,automatic,silver,black
2013,Subaru,Impreza,4982,21000,automatic,silver,black
2013,Subaru,Forester,71430,10000,NA,gray,gray
2012,Subaru,Impreza,29628,15800,automatic,blue,tan
2012,Subaru,Outback,77239,15900,automatic,black,tan
2012,Subaru,Impreza,40672,29100,manual,blue,black
2012,Subaru,Impreza,50159,12600,automatic,blue,black
2012,Subaru,Forester,75667,14800,automatic,black,black
2012,Subaru,Forester,45350,15700,automatic,white,gray
2012,Subaru,Impreza,32758,14700,automatic,blue,tan
2012,Subaru,Outback,88421,12700,automatic,black,gray
2012,Subaru,Legacy,54087,13900,automatic,red,black
2012,Subaru,Outback,76689,14100,automatic,gray,black
2012,Subaru,Impreza,26351,17400,automatic,white,gray
2012,Subaru,Impreza,24370,16700,automatic,black,tan
2012,Subaru,Forester,69920,13200,automatic,gray,tan
2012,Subaru,Impreza,17767,15200,automatic,gray,black
2012,Subaru,Impreza,43845,15300,automatic,gray,black
2012,Subaru,Outback,31543,17900,automatic,blue,black
2011,Subaru,Outback,80394,14600,automatic,white,beige
2011,Subaru,Legacy,102563,9000,automatic,white,gray
2011,Subaru,Impreza,29394,13300,automatic,black,beige
2011,Subaru,Legacy,88230,10200,automatic,gray,black
2011,Subaru,Outback,52107,12500,automatic,gray,black
2011,Subaru,Forester,34761,17100,automatic,silver,black
2011,Subaru,Legacy,48035,14300,automatic,white,beige
2011,Subaru,Forester,29616,14750,automatic,blue,gray
2011,Subaru,Outback,90331,11100,automatic,green,beige
2011,Subaru,Impreza,27327,14000,automatic,blue,black
2011,Subaru,Outback,92982,13400,automatic,gray,gray
2011,Subaru,Impreza,42018,11750,automatic,blue,black
2011,Subaru,Outback,36452,16600,automatic,black,gray
2011,Subaru,Legacy,65021,12000,automatic,white,tan
2011,Subaru,Outback,95159,9600,automatic,gray,black
2011,Subaru,Impreza,61051,26100,manual,blue,black
2011,Subaru,Forester,34812,16900,automatic,gray,silver
2011,Subaru,Legacy,42555,12800,automatic,blue,gray
2011,Subaru,Forester,46941,16000,automatic,gray,gray
2010,Subaru,Impreza,97308,4900,automatic,black,gray
2010,Subaru,Forester,94373,14000,automatic,gray,gray
2010,Subaru,Forester,85303,13800,automatic,gray,gray
2009,Subaru,Outback,146583,4200,NA,silver,black
2009,Subaru,Forester,39590,11000,automatic,blue,gray
2009,Subaru,Impreza,48718,17750,manual,blue,black
2009,Subaru,Impreza,81266,21600,manual,blue,gray
2009,Subaru,Legacy,111321,5800,automatic,blue,gray
2009,Subaru,Outback,90614,13500,automatic,blue,black
2009,Subaru,Forester,89920,7250,manual,gray,gray
2008,Subaru,Outback,100535,6700,NA,black,black
2008,Subaru,Impreza,99926,13600,manual,red,black
2008,Subaru,Outback,156731,8200,automatic,gray,tan
2008,Subaru,Outback,63451,7300,automatic,silver,black
2007,Subaru,Impreza,81501,17900,manual,gray,black
2007,Subaru,Legacy,120605,3800,manual,silver,beige
2007,Subaru,Outback,169510,2700,automatic,silver,black
2007,Subaru,Outback,142243,4000,automatic,blue,beige
2007,Subaru,Outback,95046,3500,automatic,blue,tan
2005,Subaru,Impreza,88289,12100,NA,silver,black
2002,Subaru,Forester,117664,2300,automatic,silver,gray
2002,Subaru,Impreza,130391,3900,manual,silver,black
2001,Subaru,Forester,143932,2300,manual,silver,gray
1999,Subaru,Legacy,119262,1400,automatic,burgundy,black
2014,Subaru,Forester,13999,19800,automatic,gray,gray
2014,Subaru,Legacy,50376,17100,automatic,blue,black
2014,Subaru,Forester,27452,27600,automatic,gray,black
2014,Subaru,Forester,16727,23800,automatic,gray,gray
2014,Subaru,Impreza,14701,14800,automatic,blue,black
2014,Subaru,Legacy,6751,19600,automatic,blue,black
2014,Subaru,Outback,33399,24200,automatic,beige,tan
2014,Subaru,Outback,41705,24500,automatic,gray,black
2014,Subaru,Outback,15621,23500,automatic,gray,black
2013,Subaru,Impreza,30023,15700,automatic,burgundy,tan
2013,Subaru,Legacy,34044,18800,automatic,blue,black
2013,Subaru,Forester,75246,13200,automatic,black,black
2013,Subaru,Impreza,55502,14300,automatic,—,black
2013,Subaru,Forester,12927,19600,automatic,black,gray
2013,Subaru,Legacy,86285,11600,automatic,white,beige
2013,Subaru,Impreza,30891,13500,manual,white,gray
2013,Subaru,Legacy,128411,9000,automatic,white,beige
2013,Subaru,Legacy,65707,10800,NA,—,beige
2013,Subaru,Impreza,22215,15600,manual,white,gray
2013,Subaru,Forester,18589,20100,manual,red,black
2013,Subaru,Legacy,105776,10300,automatic,white,beige
2013,Subaru,Forester,39074,18800,automatic,—,black
2013,Subaru,Outback,42393,19000,automatic,blue,beige
2013,Subaru,Forester,18701,22500,automatic,—,gray
2013,Subaru,Outback,9817,24200,automatic,burgundy,gray
2013,Subaru,Outback,27793,19200,automatic,white,gray
2013,Subaru,Forester,26016,21800,NA,black,black
2013,Subaru,Forester,98602,11500,automatic,blue,black
2013,Subaru,Legacy,121664,9700,automatic,silver,black
2013,Subaru,Legacy,79531,11100,automatic,white,beige
2013,Subaru,Impreza,10571,17600,automatic,black,beige
2013,Subaru,Outback,19965,27300,automatic,white,brown
2013,Subaru,Legacy,74259,13200,automatic,black,beige
2013,Subaru,Outback,61686,15900,automatic,gray,black
2013,Subaru,Outback,80772,15900,automatic,—,black
2013,Subaru,Outback,32480,22100,automatic,white,tan
2013,Subaru,Impreza,26705,19700,automatic,black,gray
2013,Subaru,Legacy,27194,16300,automatic,black,gray
2013,Subaru,Outback,40125,22000,automatic,gray,black
2012,Subaru,Forester,37208,18900,automatic,green,gray
2012,Subaru,Legacy,82405,10800,automatic,white,beige
2012,Subaru,Impreza,48055,11800,manual,white,beige
2012,Subaru,Legacy,47691,14700,automatic,white,tan
2012,Subaru,Legacy,56839,17000,automatic,gray,black
2012,Subaru,Outback,82540,12600,NA,black,beige
2012,Subaru,Forester,33081,16700,automatic,blue,black
2012,Subaru,Forester,37144,17300,automatic,white,gray
2012,Subaru,Impreza,32591,12000,automatic,red,black
2012,Subaru,Impreza,38092,17500,manual,red,black
2012,Subaru,Outback,32356,18800,automatic,burgundy,black
2012,Subaru,Impreza,47482,14000,automatic,black,tan
2012,Subaru,Legacy,57273,12200,automatic,silver,black
2012,Subaru,Forester,57873,16200,automatic,black,gray
2012,Subaru,Legacy,26137,12400,automatic,gray,black
2011,Subaru,Legacy,72465,8400,automatic,blue,black
2011,Subaru,Legacy,66095,13000,automatic,blue,beige
2011,Subaru,Legacy,47630,12900,automatic,blue,gray
2011,Subaru,Impreza,29208,16000,automatic,black,beige
2011,Subaru,Forester,12283,19600,automatic,silver,gray
2011,Subaru,Legacy,54298,11600,automatic,silver,black
2011,Subaru,Outback,20344,15200,automatic,gray,black
2011,Subaru,Legacy,94182,9100,automatic,gray,black
2011,Subaru,Impreza,26804,13300,automatic,silver,black
2010,Subaru,Impreza,57457,10400,automatic,black,—
2010,Subaru,Impreza,35695,15300,automatic,silver,black
2009,Subaru,Forester,65322,8100,manual,gray,gray
2009,Subaru,Forester,50092,13900,automatic,silver,black
2009,Subaru,Legacy,67202,7000,manual,gray,black
2009,Subaru,Legacy,69940,4600,automatic,white,gray
2009,Subaru,Forester,72878,6200,manual,gray,gray
2008,Subaru,Outback,116511,7600,automatic,gray,black
2008,Subaru,Outback,104936,9700,automatic,brown,beige
2008,Subaru,Outback,67135,11100,automatic,blue,black
2007,Subaru,Legacy,180893,2700,automatic,black,—
2006,Subaru,Outback,167504,2300,automatic,blue,black
2006,Subaru,Legacy,116749,10000,manual,silver,black
2006,Subaru,Impreza,138250,12100,manual,white,blue
2006,Subaru,Outback,123810,6000,automatic,gray,black
2005,Subaru,Legacy,109558,1300,automatic,white,black
2005,Subaru,Legacy,178989,2200,manual,blue,black
2005,Subaru,Impreza,118183,10200,manual,white,black
2004,Subaru,Impreza,108613,2900,manual,blue,gray
2004,Subaru,Outback,104411,4600,automatic,gold,tan
2003,Subaru,Outback,196321,1900,automatic,white,beige
2002,Subaru,Outback,99967,4700,manual,green,beige
2002,Subaru,Forester,173122,1900,automatic,blue,gray
2001,Subaru,Legacy,151949,1500,automatic,green,gray
2001,Subaru,Outback,144285,550,manual,blue,gray
1999,Subaru,Legacy,230818,950,automatic,red,gray
1997,Subaru,Legacy,180624,750,automatic,white,gray
1997,Subaru,Legacy,248020,500,NA,green,gray
1997,Subaru,Legacy,243992,300,automatic,white,gray
2014,Subaru,Forester,10398,21700,automatic,brown,black
2014,Subaru,Forester,10206,23000,automatic,red,gray
2014,Subaru,Outback,5104,26500,automatic,gray,black
2014,Subaru,Outback,25698,21400,automatic,beige,tan
2013,Subaru,Outback,21206,21400,automatic,blue,black
2013,Subaru,Outback,35145,23100,automatic,blue,beige
2013,Subaru,Outback,115524,13400,automatic,blue,black
2013,Subaru,Outback,33995,19600,automatic,blue,beige
2013,Subaru,Legacy,27510,20900,NA,gray,black
2012,Subaru,Forester,38702,14100,manual,blue,black
2012,Subaru,Impreza,74626,10100,automatic,black,beige
2012,Subaru,Outback,39403,18000,automatic,white,tan
2012,Subaru,Outback,29832,20300,automatic,silver,black
2012,Subaru,Outback,53649,17000,automatic,gray,black
2012,Subaru,Outback,36610,13700,automatic,silver,black
2012,Subaru,Impreza,60746,12000,automatic,blue,gray
2012,Subaru,Outback,47743,17400,manual,—,black
2012,Subaru,Legacy,64752,12400,NA,gray,black
2011,Subaru,Forester,52831,12000,NA,green,gray
2011,Subaru,Outback,82165,17600,automatic,white,tan
2011,Subaru,Outback,43007,16100,automatic,gray,black
2011,Subaru,Outback,46946,17200,NA,gray,black
2011,Subaru,Legacy,76188,10600,automatic,black,tan
2011,Subaru,Forester,94430,12200,automatic,silver,black
2011,Subaru,Impreza,42008,13000,automatic,white,gray
2011,Subaru,Outback,48928,17750,automatic,white,beige
2010,Subaru,Outback,111105,10600,automatic,gray,black
2010,Subaru,Legacy,174605,5900,automatic,silver,black
2010,Subaru,Forester,89332,12500,automatic,black,black
2008,Subaru,Legacy,132367,2900,automatic,gray,beige
2007,Subaru,Outback,30678,11500,automatic,gold,beige
2007,Subaru,Impreza,77451,8600,automatic,gray,gray
2007,Subaru,Legacy,161441,1000,automatic,white,beige
2007,Subaru,Impreza,117656,10200,manual,white,black
2006,Subaru,Outback,113398,6700,automatic,silver,black
2006,Subaru,Impreza,117346,2500,manual,gray,—
2004,Subaru,Impreza,152789,8350,manual,silver,blue
2003,Subaru,Outback,173030,2400,automatic,burgundy,beige
2001,Subaru,Legacy,193166,300,manual,burgundy,gray
1997,Subaru,Legacy,219557,350,automatic,white,gray
2014,Subaru,Impreza,11132,16700,automatic,gray,black
2014,Subaru,Forester,2095,28600,automatic,silver,black
2014,Subaru,Forester,21011,26500,automatic,gray,black
2014,Subaru,Impreza,11547,17700,automatic,red,black
2014,Subaru,Impreza,10982,16800,automatic,black,black
2014,Subaru,Forester,30050,21500,automatic,silver,black
2014,Subaru,Forester,18013,28100,automatic,silver,black
2014,Subaru,Impreza,4394,17400,automatic,black,black
2014,Subaru,Impreza,9594,18000,automatic,black,black
2014,Subaru,Impreza,9054,16800,automatic,blue,black
2014,Subaru,Forester,16277,27600,automatic,blue,black
2014,Subaru,Impreza,9265,16800,automatic,gray,black
2014,Subaru,Impreza,9505,18300,automatic,gray,black
2014,Subaru,Forester,21904,21200,automatic,gray,black
2014,Subaru,Impreza,10075,16900,automatic,red,black
2014,Subaru,Impreza,10051,18500,automatic,blue,black
2014,Subaru,Impreza,4476,17400,automatic,gray,black
2014,Subaru,Forester,13045,15600,manual,green,gray
2014,Subaru,Impreza,7594,18200,automatic,white,beige
2014,Subaru,Forester,26669,20500,automatic,white,gray
2014,Subaru,Impreza,8696,18500,automatic,blue,black
2014,Subaru,Forester,23864,22200,automatic,white,gray
2014,Subaru,Forester,17656,22800,automatic,white,gray
2014,Subaru,Legacy,9716,20900,automatic,blue,black
2014,Subaru,Impreza,23594,17100,automatic,silver,black
2014,Subaru,Impreza,19009,17700,automatic,blue,black
2014,Subaru,Outback,18045,25300,automatic,gray,beige
2014,Subaru,Outback,8807,25800,automatic,red,beige
2014,Subaru,Legacy,4448,18500,automatic,red,black
2014,Subaru,Legacy,8069,18000,automatic,red,gray
2014,Subaru,Impreza,19070,16600,automatic,white,beige
2014,Subaru,Legacy,10444,18100,automatic,blue,black
2014,Subaru,Legacy,15798,22300,automatic,blue,black
2014,Subaru,Impreza,20532,17300,automatic,white,gray
2014,Subaru,Legacy,8063,18500,automatic,silver,black
2014,Subaru,Impreza,12672,18500,automatic,gray,black
2014,Subaru,Impreza,13796,17700,automatic,white,black
2014,Subaru,Outback,14048,25600,automatic,gray,beige
2014,Subaru,Legacy,14108,18100,automatic,blue,black
2014,Subaru,Legacy,6187,18500,NA,silver,black
2014,Subaru,Legacy,12334,18000,automatic,gray,black
2014,Subaru,Impreza,15481,17900,automatic,blue,black
2014,Subaru,Legacy,7224,18400,automatic,blue,black
2014,Subaru,Legacy,9431,18300,automatic,blue,black
2014,Subaru,Legacy,7230,18400,automatic,blue,gray
2014,Subaru,Legacy,9361,18300,automatic,blue,black
2014,Subaru,Legacy,11713,21000,automatic,blue,black
2014,Subaru,Impreza,17080,16800,automatic,white,black
2014,Subaru,Impreza,19645,16600,automatic,white,beige
2014,Subaru,Legacy,7677,18500,automatic,silver,black
2014,Subaru,Legacy,9943,18000,automatic,gray,black
2014,Subaru,Impreza,21810,16700,automatic,gray,black
2014,Subaru,Legacy,11865,21000,automatic,gray,black
2014,Subaru,Impreza,13409,17800,automatic,white,black
2014,Subaru,Legacy,11433,18000,automatic,red,black
2014,Subaru,Legacy,11130,21100,automatic,blue,black
2014,Subaru,Legacy,12103,21000,automatic,red,beige
2014,Subaru,Legacy,11802,21000,automatic,red,black
2014,Subaru,Legacy,8877,18700,automatic,gray,beige
2014,Subaru,Impreza,16660,16700,automatic,silver,black
2014,Subaru,Outback,25659,24400,automatic,blue,black
2014,Subaru,Impreza,20526,17500,automatic,silver,black
2014,Subaru,Legacy,7772,18400,automatic,silver,black
2014,Subaru,Legacy,6011,18300,automatic,silver,black
2014,Subaru,Legacy,10631,18600,automatic,silver,black
2014,Subaru,Legacy,7162,21000,automatic,silver,black
2014,Subaru,Legacy,10096,18300,automatic,gray,black
2014,Subaru,Impreza,17343,17200,automatic,silver,black
2014,Subaru,Legacy,5782,18700,automatic,gray,gray
2014,Subaru,Legacy,7886,18200,automatic,gray,black
2014,Subaru,Legacy,3615,18200,automatic,blue,black
2014,Subaru,Legacy,18286,20700,automatic,gold,tan
2014,Subaru,Outback,24171,24400,automatic,white,beige
2014,Subaru,Legacy,19751,20000,automatic,gray,black
2014,Subaru,Legacy,7912,18500,automatic,white,beige
2014,Subaru,Legacy,13655,21000,automatic,red,black
2014,Subaru,Legacy,3012,18900,automatic,white,beige
2014,Subaru,Legacy,14105,17900,automatic,blue,black
2014,Subaru,Legacy,8137,18200,automatic,silver,black
2014,Subaru,Legacy,10107,21100,automatic,blue,beige
2014,Subaru,Legacy,6312,18500,automatic,red,black
2014,Subaru,Legacy,5170,18500,automatic,white,beige
2014,Subaru,Legacy,7892,18200,automatic,gray,black
2014,Subaru,Outback,24156,22900,automatic,green,beige
2014,Subaru,Outback,21310,21700,automatic,blue,black
2014,Subaru,Outback,8878,22600,automatic,blue,black
2014,Subaru,Outback,15467,22000,automatic,gray,beige
2014,Subaru,Outback,10437,22500,automatic,green,beige
2014,Subaru,Outback,8192,30700,automatic,white,black
2014,Subaru,Outback,21584,21700,automatic,gray,black
2014,Subaru,Outback,21019,22600,automatic,gray,beige
2014,Subaru,Outback,14106,22700,automatic,silver,black
2014,Subaru,Outback,11080,22800,automatic,gray,black
2014,Subaru,Outback,16623,22600,automatic,white,beige
2014,Subaru,Outback,28151,21000,NA,silver,gray
2014,Subaru,Outback,9903,22500,automatic,blue,black
2014,Subaru,Outback,14750,22900,automatic,white,beige
2014,Subaru,Outback,22481,21700,automatic,red,black
2015,Subaru,Forester,8535,23800,automatic,white,gray
2015,Subaru,Forester,11624,23700,automatic,green,gray
2015,Subaru,Forester,7988,23800,automatic,white,gray
2015,Subaru,Forester,10783,23700,automatic,gray,black
2015,Subaru,Forester,7688,23800,automatic,white,gray
2015,Subaru,Forester,12962,23600,automatic,beige,black
2015,Subaru,Forester,6374,23800,automatic,blue,gray
2015,Subaru,Forester,6232,23800,automatic,white,gray
2015,Subaru,Forester,6290,23800,automatic,silver,gray
2015,Subaru,Forester,15217,23600,automatic,green,tan
2015,Subaru,Forester,6826,23800,automatic,silver,gray
2015,Subaru,Forester,6664,23800,automatic,blue,beige
2015,Subaru,Forester,7871,23800,automatic,black,gray
2015,Subaru,Forester,10632,23700,automatic,green,gray
2015,Subaru,Forester,8723,23800,automatic,gray,black
2015,Subaru,Forester,10904,23700,automatic,blue,beige
2015,Subaru,Forester,8292,23800,automatic,gray,gray
2015,Subaru,Forester,11537,23700,automatic,silver,gray
2015,Subaru,Forester,3054,23300,automatic,silver,gray
2015,Subaru,Forester,5348,23900,automatic,gray,gray
2015,Subaru,Forester,5079,23900,automatic,red,black
2015,Subaru,Forester,1540,23700,automatic,white,beige
2015,Subaru,Forester,9508,23800,automatic,gray,beige
2015,Subaru,Forester,9944,23700,automatic,white,gray
2015,Subaru,Forester,6428,23800,automatic,silver,gray
2015,Subaru,Forester,13018,23600,automatic,gray,gray
2015,Subaru,Forester,18075,23500,automatic,red,gray
2015,Subaru,Forester,11200,23700,automatic,gray,gray
2015,Subaru,Forester,7618,23400,automatic,black,black
2015,Subaru,Forester,9055,23800,NA,blue,gray
2015,Subaru,Forester,9170,23800,automatic,black,gray
2015,Subaru,Forester,10463,23300,automatic,white,gray
2015,Subaru,Forester,4308,23600,automatic,white,beige
2015,Subaru,Forester,6878,23400,automatic,gray,gray
2015,Subaru,Forester,13892,23100,automatic,gray,beige
2015,Subaru,Forester,11746,23700,automatic,white,gray
2015,Subaru,Forester,6934,23200,automatic,gray,beige
2015,Subaru,Forester,15227,23600,automatic,white,beige
2015,Subaru,Forester,4272,23900,automatic,gold,black
2015,Subaru,Forester,5882,23900,NA,red,gray
2015,Subaru,Forester,6860,23800,automatic,red,gray
2015,Subaru,Forester,7756,23800,automatic,silver,gray
2015,Subaru,Forester,8219,23800,automatic,red,gray
2015,Subaru,Forester,14440,23100,automatic,silver,gray
2015,Subaru,Forester,8744,23800,automatic,blue,gray
2015,Subaru,Forester,12895,23600,automatic,white,gray
2015,Subaru,Forester,9494,23400,automatic,white,gray
2015,Subaru,Forester,8384,23800,automatic,gray,black
2015,Subaru,Forester,5099,23200,automatic,silver,black
2015,Subaru,Forester,5978,23900,automatic,blue,gray
2012,Subaru,Impreza,26433,21200,manual,silver,black
2011,Subaru,Forester,33302,18100,automatic,gray,gray
2011,Subaru,Forester,51871,16000,manual,blue,tan
2010,Subaru,Legacy,91316,7100,NA,gray,black
2010,Subaru,Outback,48017,17000,automatic,gold,beige
2009,Subaru,Forester,139320,7400,NA,gray,gray
2009,Subaru,Forester,117025,8400,automatic,blue,gray
2006,Subaru,Legacy,104902,1900,manual,gray,gray
2005,Subaru,Legacy,130280,4300,automatic,blue,black
2005,Subaru,Legacy,205878,2100,automatic,red,black
2000,Subaru,Outback,183138,1800,automatic,red,tan
2000,Subaru,Outback,105115,2400,automatic,red,tan
2014,Subaru,Forester,13325,17500,automatic,green,beige
2012,Subaru,Impreza,67283,11800,automatic,purple,tan
2011,Subaru,Impreza,31329,27300,manual,blue,gray
2010,Subaru,Legacy,107227,8700,automatic,red,black
2009,Subaru,Outback,118475,9400,automatic,gray,gray
2006,Subaru,Impreza,107312,10750,automatic,silver,—
2005,Subaru,Outback,128421,3100,automatic,green,gray
2002,Subaru,Outback,154662,2800,manual,blue,gray
2011,Subaru,Legacy,80733,7000,automatic,silver,black
2011,Subaru,Outback,96525,13600,automatic,burgundy,beige
2011,Subaru,Legacy,99394,8800,automatic,white,tan
2010,Subaru,Forester,62606,14000,automatic,blue,gray
2010,Subaru,Forester,62779,13800,automatic,black,black
2009,Subaru,Forester,19251,12800,NA,blue,gray
2008,Subaru,Impreza,77513,17400,manual,silver,black
2008,Subaru,Impreza,69602,9000,NA,black,black
2006,Subaru,Outback,157394,4000,NA,gold,beige
2002,Subaru,Forester,70158,3600,automatic,blue,gray
2002,Subaru,Impreza,90621,6400,automatic,blue,black
2001,Subaru,Outback,101761,2600,automatic,blue,gray
2001,Subaru,Outback,114990,4000,automatic,burgundy,tan
1998,Subaru,Legacy,126822,800,NA,red,gray
1995,Subaru,Legacy,161437,900,automatic,blue,gray
2014,Subaru,Legacy,54548,16200,automatic,silver,black
2011,Subaru,Outback,40848,19000,NA,gray,black
2011,Subaru,Impreza,55363,10900,NA,gray,black
2011,Subaru,Outback,36549,17000,NA,green,gray
2011,Subaru,Legacy,41089,17000,NA,blue,beige
2011,Subaru,Forester,88087,10000,NA,silver,black
2011,Subaru,Outback,43047,18000,NA,white,beige
2011,Subaru,Legacy,25636,12000,NA,black,beige
2011,Subaru,Legacy,51854,12700,NA,brown,beige
2011,Subaru,Legacy,30021,14750,NA,blue,beige
2011,Subaru,Impreza,47542,10100,NA,blue,black
2011,Subaru,Outback,38646,18750,NA,gray,black
2011,Subaru,Forester,56425,18200,automatic,silver,gray
2011,Subaru,Legacy,30577,14000,NA,gray,black
2011,Subaru,Legacy,22822,14100,NA,blue,tan
2011,Subaru,Forester,64525,16000,manual,white,gray
2011,Subaru,Impreza,39356,12500,NA,red,black
2011,Subaru,Legacy,30205,14600,NA,gray,black
2011,Subaru,Impreza,28150,14750,NA,silver,black
2011,Subaru,Outback,33491,19250,NA,gray,black
2011,Subaru,Impreza,22572,13500,NA,silver,black
2011,Subaru,Legacy,45817,13400,NA,—,beige
2011,Subaru,Impreza,44050,13750,manual,gray,black
2010,Subaru,Forester,138929,8150,automatic,black,black
2010,Subaru,Forester,63199,15000,automatic,silver,gray
2008,Subaru,Legacy,37551,12800,automatic,gray,black
2008,Subaru,Outback,102875,7600,automatic,black,black
2007,Subaru,Legacy,51189,7500,automatic,black,gray
2004,Subaru,Outback,83415,7100,automatic,red,tan
2003,Subaru,Impreza,279837,1200,automatic,white,gray
2000,Subaru,Outback,201868,900,automatic,green,gray
2000,Subaru,Outback,190950,1400,automatic,green,beige
2013,Subaru,Legacy,37667,12100,NA,—,beige
2013,Subaru,Impreza,31694,13200,automatic,gray,black
2013,Subaru,Legacy,38831,15750,automatic,silver,black
2013,Subaru,Impreza,2985,14000,NA,purple,beige
2013,Subaru,Outback,62986,17100,automatic,blue,beige
2012,Subaru,Forester,25080,17000,NA,turquoise,gray
2012,Subaru,Impreza,75251,10800,NA,gray,black
2012,Subaru,Legacy,19056,21250,NA,gray,black
2012,Subaru,Forester,96431,12400,NA,gray,gray
2012,Subaru,Impreza,26226,18750,NA,blue,beige
2012,Subaru,Forester,56964,12750,automatic,blue,black
2012,Subaru,Forester,63539,15500,NA,black,black
2012,Subaru,Outback,34612,21750,automatic,gray,black
2012,Subaru,Legacy,21017,15700,NA,silver,black
2012,Subaru,Legacy,30045,15750,NA,white,beige
2012,Subaru,Impreza,34097,16500,automatic,blue,black
2012,Subaru,Outback,82328,13200,automatic,—,gray
2012,Subaru,Legacy,46864,17000,NA,gray,black
2012,Subaru,Legacy,33119,15250,NA,red,black
2012,Subaru,Legacy,35784,12800,NA,black,gray
2012,Subaru,Outback,47238,17750,NA,blue,black
2011,Subaru,Forester,172125,6500,automatic,white,tan
